query,gold_intent,rank,historical_customer,historical_support,similarity,intent_compatibility,combined_score
"<USER> Hey, I don't think it is device specific, it has happened on two different android devices. I'm talking about the offline mode in-app.",PLAYBACK,2,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb",0.09564876164747436,0.375,0.16548657123560578
"<USER> Hey, I don't think it is device specific, it has happened on two different android devices. I'm talking about the offline mode in-app.",PLAYBACK,3,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.0932941057916737,0.375,0.16372057934375528
<USER> South Africa <URL>,OTHER,1,@115888 so incredibly annoying that you don't work on roku 🙄,@117458 hey maggie! we have some info about the spotify app on roku here: https://t.co/titmn0j3im. give us a shout if there's anything else /mt,0.0,0.0,0.0
<USER> South Africa <URL>,OTHER,2,"@spotifycares add lyrics to all songs on ur app pls, apple music can do it u can too","@117452 hey! if you’re premium, you can connect your spotify account to the musixmatch mobile app to enjoy lyrics: https://t.co/scvbrh6mhl /js",0.0,0.0,0.0
<USER> South Africa <URL>,OTHER,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.0,0.0,0.0
<USER> Spotify deleted my mom and brother from my family account.,FAMILY_DUO,1,@117153 y'all charged my account 8 times ..... uhhh,@117213 hey there! could you send us a dm with your account's email address? we'll take a look backstage /fr https://t.co/ldfdzrinat,0.5036640062924655,0.0,0.37774800471934916
<USER> Spotify deleted my mom and brother from my family account.,FAMILY_DUO,2,will changing my password stop this person from using my @spotifycares? https://t.co/vhjywgo25j @spotifycares i login with facebook (__email__) - but i think my email account for spotify is my old one (__email__) that is now defunct. what can i do?,@117482 hey richard! we’re sorry to hear that. check out https://t.co/qhn3ok8y2n for what to do next /ch @117482 we'd recommend deleting your last tweet as it contains sensitive account info. you can dm it to us instead /ny https://t.co/ldfdzrinat,0.41306585435831733,0.0,0.30979939076873797
<USER> Spotify deleted my mom and brother from my family account.,FAMILY_DUO,3,@spotifycares hey my account which i pay for has become unmoored from my facebook which i'm sure is what i'm registered with @spotifycares help your boy out,"@117435 hey there! don't worry, help's here. can you dm us your account's email address? we'll take a look backstage /mt https://t.co/ldfdzrinat",0.383847251940721,0.0,0.28788543895554075
<USER> Is she willing or not to drop it there? ;_ ;,CONTENT_AVAILABILITY,1,@spotifycares is there anyway to move songs around so they're in my order and not the order of when i added them...if that makes sense?,@116392 hi thomas. it makes total sense! this link should help you sort your awesome tracks: https://t.co/5hjtm5adqm /ls,0.2421556075593087,0.0,0.18161670566948152
<USER> Is she willing or not to drop it there? ;_ ;,CONTENT_AVAILABILITY,2,"@116130 why are nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist @spotifycares made in germany, du bist gut, cover me and 20 jahre (this one mostly). because these are missing, a few compilations have greyed out tracks","@116129 hi liam! could you let us know the tracks/albums you're looking for? we'll take a look /rh @116129 2: spotify content here: https://t.co/0i8gpimuda. if you have anything else in mind, we're just a tweet away /rh",0.12917275179497384,0.2857142857142857,0.16830813527480182
<USER> Is she willing or not to drop it there? ;_ ;,CONTENT_AVAILABILITY,3,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.2229310150738739,0.0,0.1671982613054054
<USER> iPhone 5s. Spotify version 8.4.22.515.,APP_TECHNICAL,1,@spotifycares not sure why the app has been slow to load and glitching music for the past couple months. samsung galaxy s5 @spotifycares android 6.0.1 and spotify version 8.4.25.771 armv7,@117527 hey there! can you let us know what android and spotify versions you're running? we'll see what we can suggest /ns @117527 thanks for that! can you dm us your account's email address and username? we'll take a look backstage /kl https://t.co/ldfdzrinat,0.15237166255335133,0.125,0.1455287469150135
<USER> iPhone 5s. Spotify version 8.4.22.515.,APP_TECHNICAL,2,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb",0.06700350251208201,0.25,0.11275262688406151
<USER> iPhone 5s. Spotify version 8.4.22.515.,APP_TECHNICAL,3,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊 @spotifycares 1.0.65.320.gac7a8e02","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb @116128 thanks! it's not ideal, but a clean reinstall of the app should help out: https://t.co/eqisdmwzat. let us know how it plays out /kb",0.06310029009465282,0.25,0.10982521757098962
<USER> Appreciate it!! If they fix this (see Photo) then Originals will go head to head w/ my Netflix! <URL>,FEATURE_REQUEST,1,"@116885 @spotifycares brilliant, please keep me updated? much appreciate it. still hoping they will bring it back in full on the next update @116886 @spotifycares the truth is, although spotify cares, they've obviously already found the feature to not be useful to the masses. we are outliers. 😓","@116885 we're sorry if you feel that way. in any case, we appreciate your feedback on this. feel free to tweet us if there's anything else /gk",0.34770474284363,0.14285714285714285,0.2964928428470082
<USER> Appreciate it!! If they fix this (see Photo) then Originals will go head to head w/ my Netflix! <URL>,FEATURE_REQUEST,2,@spotifycares is there anyway to move songs around so they're in my order and not the order of when i added them...if that makes sense?,@116392 hi thomas. it makes total sense! this link should help you sort your awesome tracks: https://t.co/5hjtm5adqm /ls,0.2213986517536244,0.14285714285714285,0.201763274529504
<USER> Appreciate it!! If they fix this (see Photo) then Originals will go head to head w/ my Netflix! <URL>,FEATURE_REQUEST,3,"spotify really needs a feature to add songs to multiple playlists at once. @spotifycares @spotifycares i've dragged so many songs to the same playlists over + over. one of the aims of technology is to make everyday tasks easier, right? =] @spotifycares thanks! @spotifycares hi. my @115888 playlists idea's status got changed + can't receive any votes. they sent me a link to a ""similar idea"", but it's closed. @spotifycares thanks. here's the link: https://t.co/luc4fidrim @spotifycares what keywords besides ""playlist"", ""playlists"", + ""song"" would i use? @spotifycares i feel like my idea has similar keywords as the one i was told to go to – that's closed and can no longer be voted on.","@116393 hey daniel this sounds like a great idea! suggest it in our community at https://t.co/rtdvyzof32 and get support from other users /bh @116393 you're welcome! if anything else comes up, we're just one tweet away. have a https://t.co/cpbdpiav92 🙂 /bh @116393 hi daniel! can you send us the link to the idea you posted? we'll take a look at what happened 🙂 /nh @116393 2: resending your ideas and using keywords that will help your idea easier to find /rb @116393 we suggest using keywords similar to those used in the suggested idea. if you need anything else, give us a shout /rb @116393 we hear you. rest assured, your feedback will be passed on to the right folks /rb",0.13801415869256942,0.2857142857142857,0.1749391904479985
"<USER> OS X: 10.12.6, Spotify: 1.0.65.320.gac7a8e02",APP_TECHNICAL,1,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊 @spotifycares 1.0.65.320.gac7a8e02","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb @116128 thanks! it's not ideal, but a clean reinstall of the app should help out: https://t.co/eqisdmwzat. let us know how it plays out /kb",0.25310233236523716,0.25,0.25232674927392784
"<USER> OS X: 10.12.6, Spotify: 1.0.65.320.gac7a8e02",APP_TECHNICAL,2,@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible?,@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb,0.04437763068367792,0.25,0.09578322301275843
"<USER> OS X: 10.12.6, Spotify: 1.0.65.320.gac7a8e02",APP_TECHNICAL,3,"@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible? @spotifycares 2/2... and there is no way to manage albums (recently added e.g.) in the app. it's a mess 😲 https://t.co/rlwuqllt8s @spotifycares yes, multiple times. no changes. i am premium user an when @115890 send us users to spotify there should be a bugfree running app 🤨","@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb @115889 got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? /pb @115889 sorry to hear that. the spotify app on windows phone is currently in maintenance mode. more info here: https://t.co/ksq4qse4de /rs",0.03566404581558494,0.25,0.08924803436168871
<USER> Thankssss (:,OTHER,1,@115888 so incredibly annoying that you don't work on roku 🙄,@117458 hey maggie! we have some info about the spotify app on roku here: https://t.co/titmn0j3im. give us a shout if there's anything else /mt,0.0,0.0,0.0
<USER> Thankssss (:,OTHER,2,"@spotifycares add lyrics to all songs on ur app pls, apple music can do it u can too","@117452 hey! if you’re premium, you can connect your spotify account to the musixmatch mobile app to enjoy lyrics: https://t.co/scvbrh6mhl /js",0.0,0.0,0.0
<USER> Thankssss (:,OTHER,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.0,0.0,0.0
"<USER> iPhone 6, iOS 11.1.2, Spotify 8.4.28",FEATURE_REQUEST,1,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb",0.33535004697026627,0.0,0.2515125352276997
"<USER> iPhone 6, iOS 11.1.2, Spotify 8.4.28",FEATURE_REQUEST,2,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.3199864170557775,0.0,0.23998981279183312
"<USER> iPhone 6, iOS 11.1.2, Spotify 8.4.28",FEATURE_REQUEST,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.2885298074191348,0.0,0.2163973555643511
<USER> thx !! :),OTHER,1,@115888 so incredibly annoying that you don't work on roku 🙄,@117458 hey maggie! we have some info about the spotify app on roku here: https://t.co/titmn0j3im. give us a shout if there's anything else /mt,0.0,0.0,0.0
<USER> thx !! :),OTHER,2,"@spotifycares add lyrics to all songs on ur app pls, apple music can do it u can too","@117452 hey! if you’re premium, you can connect your spotify account to the musixmatch mobile app to enjoy lyrics: https://t.co/scvbrh6mhl /js",0.0,0.0,0.0
<USER> thx !! :),OTHER,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.0,0.0,0.0
<USER> Just did both and still stuck on that same southern comfort ad :(,APP_TECHNICAL,1,@117168 when i watch an ad video and you say 30 mins ad free. i expect 30 mins ad free. not 10 mins. https://t.co/1hmnwvarmm @spotifycares yes i did. the dude even said thanks for watching now enjoy your 30 mins of ad free music.,"@117167 hey terry, that doesn't sound good! did the app crash at any point during the 30 minutes? that can cause the ad-free time to reset /ra @117167 hmm, that's odd. we'll get this passed on to our devs so they can look into it. give us a shout if you need anything else /ra",0.31519936688090666,0.0,0.23639952516068
<USER> Just did both and still stuck on that same southern comfort ad :(,APP_TECHNICAL,2,@117168 when i watch an ad video and you say 30 mins ad free. i expect 30 mins ad free. not 10 mins. https://t.co/1hmnwvarmm,"@117167 hey terry, that doesn't sound good! did the app crash at any point during the 30 minutes? that can cause the ad-free time to reset /ra",0.2954523069090842,0.0,0.22158923018181315
<USER> Just did both and still stuck on that same southern comfort ad :(,APP_TECHNICAL,3,.@spotifycares any way to block this particular ad? happy with ads/dont want premium. just this ad is really hard to watch over and over and over. please help. https://t.co/msw8fjmkw1,@116377 hey there! thanks for taking the time to reach out – we'll pass your feedback on to our ads team /nq,0.24339737218378815,0.125,0.21379802913784113
<USER> Samsung GS7 edge android. It also happens on my desktop. I'm running win 10,CONTENT_AVAILABILITY,1,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.1487099767123357,0.0,0.11153248253425178
<USER> Samsung GS7 edge android. It also happens on my desktop. I'm running win 10,CONTENT_AVAILABILITY,2,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full,@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb,0.138830092123859,0.0,0.10412256909289425
<USER> Samsung GS7 edge android. It also happens on my desktop. I'm running win 10,CONTENT_AVAILABILITY,3,"@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work. @spotifycares nothing, same problem seems to be happening to a lot of people.","@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl @116887 we understand. can you check if the steps here do the trick: https://t.co/cxght0bcr8? /pl",0.13409088215964798,0.0,0.10056816161973599
<USER> Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,PLAYBACK,1,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11 @spotifycares no just on my phone since i installed ios 11. mostly on 3g/4g. it’s very random when it decides not to work.,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb @116887 are you getting any error messages when it happens? is it happening when you're using earphones, or even without them? /pl",0.22817572641257156,0.375,0.26488179480942864
<USER> Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,PLAYBACK,2,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full,@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb,0.20882471416861773,0.375,0.25036853562646333
<USER> Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,PLAYBACK,3,@spotifycares the buttons on my headphones don’t pause my music anymore. is this a spotify or an ios 11 issue? @116888 @spotifycares same exact issue. sound won’t play more than 50% although i have it on full @spotifycares spotify 8.4.25.906 and ios 11,"@116887 hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb @116887 got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb",0.20688587789278778,0.375,0.24891440841959084
"<USER> That’s truly absurd, but I know it’s not your fault. Thanks for the link/explanation.",FEATURE_REQUEST,1,"@spotifycares i've been trying to select ""no"" for this option multiple times but every time after closing the settings, it goes right back to ""minimized."" i do not want this to boot up at startup. what gives? https://t.co/vx8vy4l0st @spotifycares thanks for the quick reply! i got it to work after un/reinstalling a few times, but i’m on macos high sierra. looks like version 1.0.68.407.g6864aaaf? i’m not sure what the initial problem was, but again, it’s working now.","@116379 hey dylan! can you let us know which versions of spotify and windows you're running? we'll see what we can suggest /ra @116379 awesome! if you ever need anything else, just shout and we'll come running 🏃 /df",0.26725923466082047,0.14285714285714285,0.23615871170990105
"<USER> That’s truly absurd, but I know it’s not your fault. Thanks for the link/explanation.",FEATURE_REQUEST,2,"spotify really needs a feature to add songs to multiple playlists at once. @spotifycares @spotifycares i've dragged so many songs to the same playlists over + over. one of the aims of technology is to make everyday tasks easier, right? =] @spotifycares thanks! @spotifycares hi. my @115888 playlists idea's status got changed + can't receive any votes. they sent me a link to a ""similar idea"", but it's closed. @spotifycares thanks. here's the link: https://t.co/luc4fidrim","@116393 hey daniel this sounds like a great idea! suggest it in our community at https://t.co/rtdvyzof32 and get support from other users /bh @116393 you're welcome! if anything else comes up, we're just one tweet away. have a https://t.co/cpbdpiav92 🙂 /bh @116393 hi daniel! can you send us the link to the idea you posted? we'll take a look at what happened 🙂 /nh @116393 1: thanks! ideas usually get closed because they're unable to garner enough votes. we suggest...",0.21557788632579264,0.2857142857142857,0.2331119861729159
"<USER> That’s truly absurd, but I know it’s not your fault. Thanks for the link/explanation.",FEATURE_REQUEST,3,"spotify really needs a feature to add songs to multiple playlists at once. @spotifycares @spotifycares i've dragged so many songs to the same playlists over + over. one of the aims of technology is to make everyday tasks easier, right? =] @spotifycares thanks! @spotifycares hi. my @115888 playlists idea's status got changed + can't receive any votes. they sent me a link to a ""similar idea"", but it's closed. @spotifycares thanks. here's the link: https://t.co/luc4fidrim @spotifycares what keywords besides ""playlist"", ""playlists"", + ""song"" would i use?","@116393 hey daniel this sounds like a great idea! suggest it in our community at https://t.co/rtdvyzof32 and get support from other users /bh @116393 you're welcome! if anything else comes up, we're just one tweet away. have a https://t.co/cpbdpiav92 🙂 /bh @116393 hi daniel! can you send us the link to the idea you posted? we'll take a look at what happened 🙂 /nh @116393 2: resending your ideas and using keywords that will help your idea easier to find /rb @116393 we suggest using keywords similar to those used in the suggested idea. if you need anything else, give us a shout /rb",0.20183114353433954,0.2857142857142857,0.22280192907932608
<USER> <USER> We need different paying methods..easy fix,BILLING_PAYMENT,1,"@spotifycares my web player is stuck in a commercial. 'play' isn't an option. tried clearing cookies, etc. nothing helped. #ijustwantmusic https://t.co/lpxsjwjiha @spotifycares chrome web player on dell laptop @spotifycares tried an incognito chrome window. no change. work has blocked https://t.co/jok7espkmg in firefox @spotifycares no problems with ios. @spotifycares i have now tried a different computer on a different network with a different browser (edge) &amp; still can't push play.","@117526 hi andrea. don't worry, help's here. can you tell us what device and browser you're using? we'll see what we can suggest /ju @117526 hmm. does logging in on a different device show the same issue? keep us updated /pc @117526 hmm, that's odd. could you dm us your account's email address? we'll take a look under the hood /kb",0.1440657981709685,0.0,0.10804934862822638
<USER> <USER> We need different paying methods..easy fix,BILLING_PAYMENT,2,"all clear! everything’s looking good again. enjoy the tunes. @117153 i can't seem to get in due to the card or payment provider, yet i checked my card and it is 100% fine. can you please fix this?","@117441 hi there! can you dm us your account's email address or username, and a screenshot of the error message? we'll take a look backstage /nq https://t.co/ldfdzrinat",0.08567490386726394,0.125,0.09550617790044795
<USER> <USER> We need different paying methods..easy fix,BILLING_PAYMENT,3,😩 @115888 you take up too much storage even with zero playlists downloaded for offline listening. need to reduce or make a compact version. spotify lite? you can thank me later 😉 @115888 in other news should probs upgrade from shitty 12gb package,"@116374 hey katie, thanks for the feedback – we appreciate it! we’ll get this passed onto the right team 💚 /cg",0.08659406117104713,0.0,0.06494554587828535
"<USER> <USER> Mines hit and miss. Only sometimes shows the Spotify app when I go on multimedia. I’m just waiting for next Spotify update, otherwise going to Deezer",APP_TECHNICAL,1,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb",0.17672686293381687,0.25,0.19504514720036265
"<USER> <USER> Mines hit and miss. Only sometimes shows the Spotify app when I go on multimedia. I’m just waiting for next Spotify update, otherwise going to Deezer",APP_TECHNICAL,2,"@spotifycares @115890 groove music quits &amp; redirect to spotify. but the w10m app is a bugfest.. any further updates possible? @spotifycares 2/2... and there is no way to manage albums (recently added e.g.) in the app. it's a mess 😲 https://t.co/rlwuqllt8s @spotifycares yes, multiple times. no changes. i am premium user an when @115890 send us users to spotify there should be a bugfree running app 🤨","@115889 hey there! that doesn't sound good. what's happening exactly? can you let us know the app version you're using? /pb @115889 got it. it's not possible at the moment, but we'll pass on the the suggestion. could you try reinstalling the app? /pb @115889 sorry to hear that. the spotify app on windows phone is currently in maintenance mode. more info here: https://t.co/ksq4qse4de /rs",0.1688745914971892,0.25,0.1891559436228919
"<USER> <USER> Mines hit and miss. Only sometimes shows the Spotify app when I go on multimedia. I’m just waiting for next Spotify update, otherwise going to Deezer",APP_TECHNICAL,3,"why are my devices not doing the cool thing when i play the #strangerthings albums on @115888? 😭 @spotifycares using a macbook pro with os x el capitan and the latest spotify update, and an iphone 6s with the latest software/spotify updates! @spotifycares i tried it on web browser and it worked! 😊 @spotifycares desktop app still not working, but i got to see the cool thing (easter egg) so i’m ecstatic! 😊😊 @spotifycares 1.0.65.320.gac7a8e02","@116128 hey jacklynn! the cavalry's here. could you tell us the device/os you're using? we'll see what we can suggest /kb @116128 got it! could you try streaming one of our 15 stranger things playlists, then switch to the now playing screen? /kb @116128 hmm, let's see. could you confirm the exact spotify version of your desktop app? /kb @116128 thanks! it's not ideal, but a clean reinstall of the app should help out: https://t.co/eqisdmwzat. let us know how it plays out /kb",0.1664318416284426,0.25,0.18732388122133195
<USER> Yes. But only because you’re so much better than <USER>,OTHER,1,"so @115888 @3493 @spotifycares: three days later you’re still advertising a sale to me for which i’m geographically ineligible, this time on facebook. you know you can choose where you want your ads to display on fb, don’t you? https://t.co/ahez1etc57","@116375 hey there! just to clarify, which part of canada are currently living in? /mt",0.2643846716935154,0.0,0.19828850377013657
<USER> Yes. But only because you’re so much better than <USER>,OTHER,2,"so @115888 @3493 @spotifycares: three days later you’re still advertising a sale to me for which i’m geographically ineligible, this time on facebook. you know you can choose where you want your ads to display on fb, don’t you? https://t.co/ahez1etc57 @spotifycares montreal, where the ad itself says i’m not allowed to get the deal. we had another tweet exchange a few days ago when you emailed me the same offer.","@116375 hey there! just to clarify, which part of canada are currently living in? /mt @116375 sorry about that. you shouldn’t have received an email/notification if you’re not eligible. can you dm us your account's email address or username? /nq https://t.co/ldfdzrinat",0.19431216734972037,0.0,0.14573412551229029
<USER> Yes. But only because you’re so much better than <USER>,OTHER,3,phew! everything should be back to normal now. let @spotifycares know if you’re still having issues. @117153 @spotifycares im paying for premium but every time i log in it keeps saying free service,@117152 hey there! could you send us a dm with your account's email address or username? we'll take a look backstage /fr https://t.co/ldfdzrinat,0.16731435015443472,0.0,0.12548576261582603
