example_id,query,gold_intent,predicted_intent,classifier_confidence,retrieval_similarity,gold_resolution,gold_escalation,agent_action,decision_reason,response,grounded,needs_escalation
189,<USER> It doesn't help. Sort yourselves out,APP_TECHNICAL,APP_TECHNICAL,0.1392304554944553,0.24856207430575733,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
190,"<USER> I actually just did that and now it’s working, just needed to restart rather then shut down, thanks",APP_TECHNICAL,APP_TECHNICAL,0.14928297395736492,0.1379050482206897,RESOLVED,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
191,<USER> Still plays the same songs over and over despite shuffle. My iPhone (and years ago my iPod) has a true random shuffle.,PLAYBACK,PLAYBACK,0.36435697747062434,0.3628098184574582,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,"hey! what device, operating system, and spotify version are you using? we'll see what we can suggest /cb",True,False
192,<USER> No just albums.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.3168660647576638,0.2585965961368113,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
193,<USER> majid jordan,CONTENT_AVAILABILITY,OTHER,0.14090148145380088,0.0,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
194,<USER> my whole discover tab has been influenced by music i uhhhhhh definitely do not like or listen to under any circumstance. only get recommendations from one genre that i would prefer spotify to ignore.,PLAYLIST_LIBRARY,PLAYLIST_LIBRARY,0.2881472973350156,0.2864991686190445,UNRESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
195,<USER> Thanks! I really hope to have it soon! My early running is not the same without your music playlist 😉,FEATURE_REQUEST,FEATURE_REQUEST,0.21033192695567554,0.2395377482664647,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
196,<USER> and i have to restart the whole app then i press shuffle play it said you need premium to play the music,SUBSCRIPTION_PREMIUM,SUBSCRIPTION_PREMIUM,0.3740066026635184,0.20256103965352462,RESOLVED,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
197,<USER> hope so. is it just me or others with this problem?,APP_TECHNICAL,PLAYBACK,0.11888054011120211,0.15874104227253436,UNRESOLVED,,CLARIFY,Both intent confidence and historical retrieval similarity are very low.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
198,<USER> iOS 11.1 and Spotify Version 8.4.25.906,APP_TECHNICAL,APP_TECHNICAL,0.21232048676308085,0.3683439627158977,UNRESOLVED,,ANSWER,A sufficiently similar historical case was found.,"hey! the cavalry's here. could you confirm the ios and spotify version you're using? we'll see what we can suggest /kb got it. is this happening on 3g/4g, wifi, or both? do you get the same issue when you use spotify on other devices? /kb",True,False
199,"<USER> you win, I went to your feedback site.have determined it’s not worth my time to complain about this anymore. ( it’s not like I pay for it)",FEATURE_REQUEST,FEATURE_REQUEST,0.28874146931676575,0.27464266320892133,INFORMATION_ONLY,,CLARIFY,Historical similarity is moderate; additional information is needed.,I want to make sure I understand the issue correctly. Could you provide a little more detail about what is happening?,False,False
200,<USER> Portugal,CONTENT_AVAILABILITY,OTHER,0.14090148145380088,0.0,INFORMATION_ONLY,,ESCALATE,No sufficiently similar historical case was found.,"This issue may require additional investigation. Please provide the relevant account, device, or issue details so the support team can look into it.",False,True
